d3mIndex,filename,bit_rate,start,end,class
4116,091624.mp3,320000,0,536,Electronic
4117,091625.mp3,320000,0,191,Electronic
4118,091755.mp3,192000,0,295,Electronic
4119,091788.mp3,256000,0,229,Folk
4120,091790.mp3,256000,0,190,Folk
4121,091791.mp3,256000,0,171,Folk
4122,091793.mp3,256000,0,271,Folk
4123,091796.mp3,256000,0,245,Folk
4124,091797.mp3,256000,0,140,Folk
4125,091851.mp3,320000,0,203,Rock
4126,091868.mp3,192000,0,136,Rock
4127,091869.mp3,192000,0,169,Rock
4128,091894.mp3,320000,0,114,Experimental
4129,091897.mp3,320000,0,185,Experimental
4130,091899.mp3,320000,0,111,Experimental
4131,091900.mp3,320000,0,167,Experimental
4132,091933.mp3,128000,0,385,Folk
4133,091934.mp3,128000,0,247,Folk
4134,091936.mp3,128000,0,151,Folk
4135,091937.mp3,128000,0,337,Folk
4136,091938.mp3,128000,0,291,Folk
4137,091958.mp3,256000,0,292,Folk
4138,091960.mp3,256000,0,271,International
4139,092124.mp3,320000,0,67,Pop
4140,092125.mp3,320000,0,232,Pop
4141,092129.mp3,320000,0,244,Pop
4142,092130.mp3,320000,0,270,Pop
4143,092131.mp3,320000,0,178,Pop
4144,092206.mp3,256000,0,348,International
4145,092275.mp3,188122,0,256,Electronic
4146,092282.mp3,214087,0,273,Electronic
4147,092283.mp3,200314,0,321,Electronic
4148,092284.mp3,208580,0,245,Electronic
4149,092292.mp3,256000,0,351,Folk
4150,092366.mp3,193400,0,65,Electronic
4151,092466.mp3,320000,0,301,Electronic
4152,092508.mp3,192000,0,157,Rock
4153,092535.mp3,128000,0,137,Folk
4154,092536.mp3,128000,0,232,Folk
4155,092538.mp3,128000,0,227,Folk
4156,092539.mp3,128000,0,223,Folk
4157,092540.mp3,128000,0,229,Folk
4158,092546.mp3,256000,0,361,Electronic
4159,092548.mp3,256000,0,384,Electronic
4160,092549.mp3,256000,0,391,Electronic
4161,092551.mp3,256000,0,330,Electronic
4162,092554.mp3,256000,0,390,Electronic
4163,092556.mp3,256000,0,245,Electronic
4164,092561.mp3,256000,0,370,Electronic
4165,092562.mp3,256000,0,365,Electronic
4166,092564.mp3,256000,0,556,Electronic
4167,092565.mp3,320000,0,189,Experimental
4168,092573.mp3,320000,0,546,Experimental
4169,092574.mp3,320000,0,559,Experimental
4170,092868.mp3,320000,0,60,Rock
4171,092872.mp3,222473,0,265,Experimental
4172,092873.mp3,189296,0,240,Experimental
4173,092874.mp3,225142,0,188,Experimental
4174,092878.mp3,212882,0,225,Experimental
4175,092881.mp3,221023,0,211,Experimental
4176,092885.mp3,219856,0,281,Experimental
4177,092886.mp3,193397,0,175,Experimental
4178,092887.mp3,237689,0,353,Experimental
4179,092888.mp3,221416,0,192,Experimental
4180,092889.mp3,242972,0,121,Experimental
4181,092947.mp3,320000,0,130,Instrumental
4182,092948.mp3,320000,0,114,Instrumental
4183,092949.mp3,320000,0,170,Instrumental
4184,092950.mp3,320000,0,127,Instrumental
4185,092951.mp3,320000,0,164,Instrumental
4186,092952.mp3,320000,0,141,Instrumental
4187,092953.mp3,320000,0,78,Instrumental
4188,092954.mp3,320000,0,191,Instrumental
4189,092955.mp3,320000,0,128,Instrumental
4190,093074.mp3,192000,0,208,Folk
4191,093075.mp3,192000,0,155,Folk
4192,093076.mp3,192000,0,231,Folk
4193,093363.mp3,320000,0,232,Electronic
4194,093364.mp3,320000,0,144,Electronic
4195,093518.mp3,320000,0,254,Electronic
4196,093519.mp3,320000,0,192,Electronic
4197,093520.mp3,320000,0,303,Electronic
4198,093521.mp3,320000,0,314,Electronic
4199,093522.mp3,320000,0,293,Electronic
4200,093523.mp3,320000,0,271,Electronic
4201,093704.mp3,128000,0,229,Folk
4202,093710.mp3,128000,0,237,Folk
4203,093712.mp3,128000,0,217,Folk
4204,093716.mp3,128000,0,243,Folk
4205,093727.mp3,320000,0,152,Electronic
4206,093867.mp3,320000,0,116,Rock
4207,093868.mp3,320099,0,181,Rock
4208,093915.mp3,320000,0,280,Instrumental
4209,093917.mp3,320000,0,416,Instrumental
4210,093918.mp3,320000,0,152,Instrumental
4211,093919.mp3,320000,0,96,Instrumental
4212,093920.mp3,320000,0,218,Instrumental
4213,093921.mp3,320000,0,148,Instrumental
4214,093940.mp3,256000,0,227,Electronic
4215,093941.mp3,256000,0,149,Electronic
4216,093942.mp3,320000,0,231,Pop
4217,093943.mp3,320000,0,177,Pop
4218,093944.mp3,320000,0,136,Pop
4219,093950.mp3,256000,0,216,Rock
4220,093956.mp3,256000,0,147,Rock
4221,093981.mp3,256000,0,334,International
4222,093983.mp3,128000,0,157,Rock
4223,093985.mp3,128000,0,156,Rock
4224,093986.mp3,128000,0,315,Rock
4225,094026.mp3,128000,0,125,Rock
4226,094033.mp3,160000,0,417,Instrumental
4227,094034.mp3,160000,0,384,Instrumental
4228,094035.mp3,160000,0,221,Instrumental
4229,094036.mp3,128000,0,420,Instrumental
4230,094037.mp3,160000,0,323,Instrumental
4231,094038.mp3,160000,0,474,Instrumental
4232,094039.mp3,160000,0,354,Instrumental
4233,094093.mp3,320000,0,304,Rock
4234,094099.mp3,320000,0,250,Rock
4235,094101.mp3,320000,0,90,Rock
4236,094102.mp3,320000,0,237,Rock
4237,094263.mp3,320000,0,390,Electronic
4238,094348.mp3,320000,0,92,Rock
4239,094411.mp3,320000,0,282,Electronic
4240,094414.mp3,320000,0,243,Electronic
4241,094415.mp3,320000,0,290,Electronic
4242,094419.mp3,320000,0,285,Rock
4243,094422.mp3,320000,0,112,Folk
4244,094423.mp3,320000,0,201,Pop
4245,094426.mp3,320000,0,260,Hip-Hop
4246,094449.mp3,320000,0,98,Hip-Hop
4247,094465.mp3,320000,0,255,Hip-Hop
4248,094467.mp3,320000,0,80,Hip-Hop
4249,094468.mp3,320000,0,251,Hip-Hop
4250,094628.mp3,128000,0,141,Pop
4251,094630.mp3,128000,0,156,Pop
4252,094631.mp3,128000,0,106,Pop
4253,094632.mp3,128000,0,104,Pop
4254,094634.mp3,128000,0,153,Pop
4255,094635.mp3,128000,0,84,Pop
4256,094638.mp3,128000,0,116,Pop
4257,094803.mp3,192000,0,61,Electronic
4258,095189.mp3,320000,0,160,Experimental
4259,095231.mp3,320000,0,231,Rock
4260,095248.mp3,128000,0,223,Rock
4261,095249.mp3,128000,0,205,Rock
4262,095250.mp3,128000,0,188,Rock
4263,095251.mp3,128000,0,221,Rock
4264,095308.mp3,256000,0,275,Rock
4265,095309.mp3,256000,0,205,Rock
4266,095310.mp3,256000,0,410,Rock
4267,095452.mp3,320000,0,336,Instrumental
4268,095486.mp3,320000,0,129,Pop
4269,095506.mp3,128000,0,282,Rock
4270,095535.mp3,320000,0,258,Rock
4271,095564.mp3,192000,0,524,Experimental
4272,095722.mp3,192000,0,122,Instrumental
4273,095724.mp3,192000,0,161,Instrumental
4274,095725.mp3,192000,0,135,Instrumental
4275,095726.mp3,192000,0,137,Instrumental
4276,095727.mp3,192000,0,119,Instrumental
4277,095908.mp3,224000,0,194,Hip-Hop
4278,095910.mp3,160000,0,190,Hip-Hop
4279,095911.mp3,224000,0,280,Hip-Hop
4280,095912.mp3,224000,0,105,Hip-Hop
4281,095914.mp3,160000,0,156,Hip-Hop
4282,095915.mp3,192000,0,272,Hip-Hop
4283,096166.mp3,192000,0,207,International
4284,096167.mp3,192000,0,354,International
4285,096168.mp3,192000,0,407,International
4286,096169.mp3,192000,0,387,International
4287,096399.mp3,256000,0,243,Rock
4288,096400.mp3,256000,0,227,Rock
4289,096401.mp3,256000,0,191,Rock
4290,096402.mp3,256000,0,202,Rock
4291,096403.mp3,256000,0,185,Rock
4292,096408.mp3,128000,0,341,Rock
4293,096560.mp3,320000,0,236,Rock
4294,096627.mp3,316557,0,175,Experimental
4295,096657.mp3,320000,0,251,Hip-Hop
4296,096675.mp3,320000,0,252,Hip-Hop
4297,096678.mp3,320000,0,176,Hip-Hop
4298,096692.mp3,192000,0,295,Folk
4299,096693.mp3,192000,0,276,Folk
4300,096694.mp3,192000,0,230,Folk
4301,096695.mp3,192000,0,241,Folk
4302,096696.mp3,192000,0,255,Folk
4303,096697.mp3,192000,0,242,Folk
4304,096698.mp3,192000,0,211,Folk
4305,096699.mp3,192000,0,245,Folk
4306,096718.mp3,128000,0,193,Rock
4307,096726.mp3,192000,0,244,Folk
4308,096728.mp3,192000,0,166,Folk
4309,096729.mp3,192000,0,181,Folk
4310,096730.mp3,192000,0,163,Folk
4311,096731.mp3,192000,0,148,Folk
4312,096738.mp3,128000,0,194,International
4313,096742.mp3,128000,0,166,International
4314,096743.mp3,128000,0,218,International
4315,096759.mp3,128000,0,189,Rock
4316,096898.mp3,319921,0,105,Experimental
4317,096900.mp3,321376,0,119,Experimental
4318,096901.mp3,319911,0,168,Experimental
4319,096902.mp3,320000,0,440,Experimental
4320,096935.mp3,320000,0,253,Rock
4321,096936.mp3,320000,0,181,Rock
4322,096944.mp3,320000,0,325,Pop
4323,096945.mp3,320000,0,168,Pop
4324,096946.mp3,320000,0,232,Pop
4325,097037.mp3,320000,0,257,Hip-Hop
4326,097041.mp3,192000,0,215,Hip-Hop
4327,097043.mp3,281673,0,208,Hip-Hop
4328,097211.mp3,192000,0,260,Folk
4329,097215.mp3,192000,0,158,Folk
4330,097216.mp3,192000,0,109,Folk
4331,097279.mp3,320000,0,105,Instrumental
4332,097283.mp3,320000,0,161,Instrumental
4333,097285.mp3,320000,0,253,Instrumental
4334,097286.mp3,320000,0,207,Rock
4335,097373.mp3,320000,0,117,Experimental
4336,097374.mp3,320000,0,116,Experimental
4337,097393.mp3,256000,0,74,Electronic
4338,097404.mp3,256000,0,78,Electronic
4339,097406.mp3,320000,0,394,Experimental
4340,097407.mp3,320000,0,528,Experimental
4341,097424.mp3,320000,0,85,Electronic
4342,097540.mp3,236356,0,542,Electronic
4343,097542.mp3,227594,0,319,Electronic
4344,097544.mp3,228446,0,494,Electronic
4345,097545.mp3,220583,0,492,Electronic
4346,097547.mp3,320000,0,159,Electronic
4347,097548.mp3,320000,0,139,Electronic
4348,097568.mp3,192000,0,206,Hip-Hop
4349,097569.mp3,192000,0,168,Hip-Hop
4350,097570.mp3,192000,0,403,Hip-Hop
4351,097585.mp3,192000,0,205,Folk
4352,097586.mp3,192000,0,199,Folk
4353,097587.mp3,192000,0,293,Folk
4354,097588.mp3,192000,0,163,Folk
4355,097589.mp3,192000,0,199,Folk
4356,097590.mp3,192000,0,261,Folk
4357,097690.mp3,320000,0,201,Rock
4358,097691.mp3,232567,0,124,Hip-Hop
4359,097692.mp3,246305,0,63,Hip-Hop
4360,097697.mp3,218810,0,86,Hip-Hop
4361,097793.mp3,256000,0,97,Experimental
4362,097794.mp3,256000,0,540,Experimental
4363,097813.mp3,256000,0,137,Experimental
4364,097814.mp3,256000,0,496,Experimental
4365,097841.mp3,320000,0,236,Experimental
4366,097844.mp3,320000,0,228,Electronic
4367,097845.mp3,320000,0,322,Electronic
4368,097846.mp3,320000,0,144,Electronic
4369,097847.mp3,320000,0,271,Electronic
4370,097848.mp3,320000,0,217,Electronic
4371,097886.mp3,192000,0,160,Rock
4372,097887.mp3,192000,0,145,Rock
4373,097894.mp3,320000,0,234,Rock
4374,097940.mp3,320000,0,120,Electronic
4375,097958.mp3,192000,0,349,Electronic
4376,097959.mp3,192000,0,196,Electronic
4377,097960.mp3,192000,0,284,Electronic
4378,097961.mp3,192000,0,229,Electronic
4379,097962.mp3,192000,0,252,Electronic
4380,097980.mp3,320000,0,235,Hip-Hop
4381,097986.mp3,320000,0,268,Hip-Hop
4382,097987.mp3,320000,0,211,Hip-Hop
4383,097988.mp3,320000,0,237,Hip-Hop
4384,097989.mp3,320000,0,237,Hip-Hop
4385,098025.mp3,192000,0,230,Rock
4386,098026.mp3,192000,0,281,International
4387,098028.mp3,192000,0,284,International
4388,098031.mp3,192000,0,340,International
4389,098077.mp3,320000,0,236,Rock
4390,098202.mp3,192000,0,279,Electronic
4391,098203.mp3,192000,0,241,Electronic
4392,098204.mp3,192000,0,308,Electronic
4393,098205.mp3,192000,0,309,Electronic
4394,098206.mp3,192000,0,313,Electronic
4395,098227.mp3,320000,0,143,Electronic
4396,098228.mp3,320000,0,138,Electronic
4397,098229.mp3,320000,0,153,Experimental
4398,098235.mp3,320000,0,348,Instrumental
4399,098236.mp3,320000,0,416,Instrumental
4400,098237.mp3,320000,0,328,Instrumental
4401,098238.mp3,320000,0,304,Instrumental
4402,098251.mp3,320000,0,257,Rock
4403,098297.mp3,128000,0,250,Rock
4404,098298.mp3,192000,0,549,International
4405,098299.mp3,192000,0,272,International
4406,098300.mp3,192000,0,312,International
4407,098301.mp3,192000,0,252,International
4408,098302.mp3,192000,0,201,International
4409,098339.mp3,192000,0,379,International
4410,098346.mp3,192000,0,263,International
4411,098348.mp3,192000,0,403,International
4412,098349.mp3,192000,0,416,International
4413,098547.mp3,192000,0,306,Hip-Hop
4414,098548.mp3,192000,0,330,Hip-Hop
4415,098549.mp3,192000,0,283,Hip-Hop
4416,098550.mp3,192000,0,205,Hip-Hop
4417,098551.mp3,192000,0,221,Hip-Hop
4418,098552.mp3,192000,0,330,Hip-Hop
4419,098553.mp3,192000,0,177,Hip-Hop
4420,098554.mp3,192000,0,187,Hip-Hop
4421,098555.mp3,192000,0,258,Hip-Hop
4422,098556.mp3,192000,0,214,Hip-Hop
4423,098557.mp3,192000,0,222,Hip-Hop
4424,098565.mp3,160000,0,158,Hip-Hop
4425,098567.mp3,320000,0,191,Hip-Hop
4426,098569.mp3,320000,0,184,Hip-Hop
4427,098573.mp3,320000,0,248,Hip-Hop
4428,098574.mp3,320000,0,292,Hip-Hop
4429,098575.mp3,320000,0,286,Hip-Hop
4430,098576.mp3,320000,0,252,Hip-Hop
4431,098577.mp3,320000,0,170,Hip-Hop
4432,098578.mp3,320000,0,244,Hip-Hop
4433,098579.mp3,320000,0,248,Hip-Hop
4434,098580.mp3,320000,0,281,Hip-Hop
4435,098581.mp3,320000,0,232,Hip-Hop
4436,098582.mp3,320000,0,207,Hip-Hop
4437,098583.mp3,320000,0,166,Hip-Hop
4438,098584.mp3,320000,0,172,Hip-Hop
4439,098585.mp3,320000,0,135,Hip-Hop
4440,098613.mp3,255209,0,260,Hip-Hop
4441,098617.mp3,267310,0,314,Hip-Hop
4442,098618.mp3,229978,0,275,Hip-Hop
4443,098619.mp3,276436,0,314,Hip-Hop
4444,098620.mp3,264281,0,274,Hip-Hop
4445,098621.mp3,258752,0,225,Hip-Hop
4446,098622.mp3,258600,0,232,Hip-Hop
4447,098623.mp3,265647,0,293,Hip-Hop
4448,098624.mp3,275016,0,222,Hip-Hop
4449,098625.mp3,274441,0,227,Hip-Hop
4450,098626.mp3,254536,0,225,Hip-Hop
4451,098627.mp3,278925,0,296,Hip-Hop
4452,098628.mp3,262087,0,251,Hip-Hop
4453,098655.mp3,192000,0,376,International
4454,098656.mp3,192000,0,206,International
4455,098657.mp3,192000,0,102,International
4456,098666.mp3,192000,0,240,International
4457,098667.mp3,192000,0,210,International
4458,098668.mp3,192000,0,206,International
4459,098669.mp3,192000,0,182,International
4460,098670.mp3,192000,0,210,International
4461,098671.mp3,192000,0,135,International
4462,098680.mp3,192000,0,110,International
4463,098681.mp3,192000,0,110,International
4464,098701.mp3,320000,0,88,Rock
4465,098770.mp3,320000,0,113,Electronic
4466,098838.mp3,320000,0,279,Electronic
4467,099041.mp3,320000,0,273,Electronic
4468,099093.mp3,320000,0,164,Hip-Hop
4469,099095.mp3,320000,0,159,Hip-Hop
4470,099096.mp3,320000,0,310,Hip-Hop
4472,099135.mp3,192000,0,299,Electronic
4473,099214.mp3,320000,0,159,Experimental
4474,099260.mp3,216371,0,297,Rock
4475,099261.mp3,320000,0,138,Electronic
4476,099274.mp3,320000,0,291,Experimental
4477,099311.mp3,320000,0,372,Electronic
4478,099313.mp3,320000,0,317,Electronic
4479,099345.mp3,320000,0,237,Rock
4480,099361.mp3,192000,0,118,International
4481,099362.mp3,192000,0,101,International
4482,099363.mp3,192000,0,123,International
4483,099364.mp3,192000,0,165,International
4484,099368.mp3,192000,0,87,International
4485,099369.mp3,192000,0,117,International
4486,099370.mp3,192000,0,91,International
4487,099371.mp3,192000,0,178,International
4488,099372.mp3,192000,0,95,International
4489,099373.mp3,192000,0,121,International
4490,099374.mp3,192000,0,152,International
4491,099375.mp3,192000,0,75,International
4492,099389.mp3,192000,0,64,International
4493,099390.mp3,192000,0,136,International
4494,099391.mp3,192000,0,88,International
4495,099392.mp3,192000,0,125,International
4496,099393.mp3,192000,0,149,International
4497,099394.mp3,192000,0,107,International
4498,099395.mp3,192000,0,172,International
4499,099411.mp3,192000,0,176,Rock
4500,099419.mp3,192000,0,212,Rock
4501,099436.mp3,192000,0,198,Rock
4502,099437.mp3,192000,0,145,Rock
4503,099438.mp3,192000,0,137,Rock
4504,099439.mp3,192000,0,182,Rock
4505,099440.mp3,192000,0,178,Rock
4506,099441.mp3,192000,0,208,Rock
4507,099442.mp3,192000,0,164,Rock
4508,099501.mp3,320000,0,257,Hip-Hop
4509,099703.mp3,320000,0,301,Electronic
4510,099704.mp3,320000,0,484,Electronic
4511,099707.mp3,320000,0,370,Electronic
4512,100478.mp3,320000,0,146,Hip-Hop
4513,100479.mp3,320000,0,187,Hip-Hop
4514,100480.mp3,320000,0,281,Hip-Hop
4515,100497.mp3,320000,0,166,Electronic
4516,100522.mp3,192000,0,206,Electronic
4517,100535.mp3,320982,0,110,Electronic
4518,100536.mp3,313767,0,296,Electronic
4519,100544.mp3,128000,0,200,Electronic
4520,100549.mp3,128000,0,204,Electronic
4521,100550.mp3,128000,0,184,Electronic
4522,100552.mp3,128000,0,192,Electronic
4523,100745.mp3,320000,0,125,Electronic
4524,100799.mp3,320000,0,209,Rock
4525,100802.mp3,320000,0,301,Rock
4526,100835.mp3,192000,0,134,Electronic
4527,100949.mp3,320000,0,226,Hip-Hop
4528,100958.mp3,320000,0,231,Hip-Hop
4529,100959.mp3,320000,0,268,Hip-Hop
4530,100972.mp3,320000,0,143,Electronic
4531,100973.mp3,320000,0,162,Electronic
4532,100975.mp3,320000,0,177,Electronic
4533,100976.mp3,320000,0,173,Electronic
4534,101111.mp3,192000,0,231,International
4535,101112.mp3,192000,0,185,International
4536,101116.mp3,192000,0,202,International
4537,101118.mp3,192000,0,230,International
4538,101119.mp3,192000,0,202,International
4539,101864.mp3,320000,0,365,Experimental
4540,101868.mp3,320000,0,382,Experimental
4541,101873.mp3,320000,0,522,Experimental
4542,101893.mp3,320000,0,411,Experimental
4543,101951.mp3,192000,0,149,Rock
4544,102092.mp3,320000,0,460,Experimental
4545,102112.mp3,320000,0,433,Experimental
4546,102114.mp3,320000,0,561,Experimental
4547,102195.mp3,320000,0,491,Rock
4548,103518.mp3,256000,0,165,Instrumental
4549,103519.mp3,256000,0,263,Instrumental
4550,103520.mp3,256000,0,183,Instrumental
4551,103521.mp3,256000,0,346,Instrumental
4552,103522.mp3,256000,0,204,Instrumental
4553,103523.mp3,256000,0,193,Instrumental
4554,103600.mp3,320000,0,94,Electronic
4555,103800.mp3,320000,0,296,Hip-Hop
4556,103808.mp3,320000,0,181,Hip-Hop
4557,104008.mp3,320000,0,262,Folk
4558,104009.mp3,320000,0,172,Folk
4559,104010.mp3,320000,0,194,Folk
4560,104062.mp3,192000,0,202,Rock
4561,104063.mp3,192000,0,212,Rock
4562,104064.mp3,192000,0,256,Pop
4563,104065.mp3,192000,0,199,Pop
4564,104066.mp3,192000,0,324,Pop
4565,104067.mp3,192000,0,207,Pop
4566,104068.mp3,192000,0,322,Pop
4567,104086.mp3,192000,0,298,Rock
4568,104227.mp3,160000,0,139,Rock
4569,104276.mp3,320000,0,286,Electronic
4570,104277.mp3,320000,0,320,Electronic
4571,104278.mp3,320000,0,285,Electronic
4572,104279.mp3,320000,0,400,Electronic
4573,104282.mp3,128000,0,204,Electronic
4574,104283.mp3,128000,0,231,Electronic
4575,104284.mp3,128000,0,245,Electronic
4576,104356.mp3,192000,0,192,Folk
4577,104357.mp3,192000,0,177,Folk
4578,104434.mp3,320000,0,334,Experimental
4579,104625.mp3,320000,0,230,Experimental
4580,104668.mp3,320000,0,350,Rock
4581,104724.mp3,320000,0,472,Experimental
4582,104725.mp3,320000,0,201,Experimental
4583,104779.mp3,320000,0,293,Pop
4584,104780.mp3,320000,0,265,Pop
4585,105022.mp3,256000,0,141,Experimental
4586,105119.mp3,192000,0,226,Rock
4587,105141.mp3,320000,0,216,Rock
4588,105142.mp3,320000,0,202,Rock
4589,105144.mp3,320000,0,408,Rock
4590,105145.mp3,320000,0,340,Rock
4591,105196.mp3,160000,0,200,Folk
4592,105408.mp3,320000,0,185,Electronic
4593,105411.mp3,320000,0,364,Electronic
4594,105412.mp3,320000,0,176,Electronic
4595,105413.mp3,320000,0,193,Electronic
4596,105414.mp3,320000,0,318,Electronic
4597,105443.mp3,320000,0,250,Hip-Hop
4598,105450.mp3,320000,0,214,Hip-Hop
4599,105451.mp3,320000,0,447,Hip-Hop
4600,105662.mp3,203135,0,86,Electronic
4601,105664.mp3,201466,0,205,Electronic
4602,105670.mp3,200816,0,286,Electronic
4603,105671.mp3,201043,0,279,Electronic
4604,105672.mp3,194470,0,230,Electronic
4605,105673.mp3,200149,0,254,Electronic
4606,105674.mp3,199488,0,274,Electronic
4607,105682.mp3,320000,0,266,Rock
4608,105683.mp3,192000,0,100,Hip-Hop
4609,105685.mp3,192000,0,506,Hip-Hop
4610,105712.mp3,192000,0,227,Folk
4611,105713.mp3,192000,0,272,Folk
4612,105714.mp3,192000,0,196,Folk
4613,105715.mp3,192000,0,161,Folk
4614,105716.mp3,192000,0,145,Folk
4615,105717.mp3,192000,0,192,Folk
4616,105718.mp3,192000,0,175,Folk
4617,105719.mp3,320000,0,137,Experimental
4618,105720.mp3,320000,0,412,Experimental
4619,105722.mp3,320000,0,390,Experimental
4620,105824.mp3,128000,0,184,Hip-Hop
4621,105825.mp3,128000,0,153,Hip-Hop
4622,105826.mp3,128000,0,264,Hip-Hop
4623,105827.mp3,128000,0,200,Hip-Hop
4624,105887.mp3,192000,0,280,Folk
4625,105890.mp3,192000,0,218,Folk
4626,105912.mp3,192000,0,276,Rock
4627,105914.mp3,192000,0,263,Folk
4628,105915.mp3,192000,0,222,Folk
4629,105916.mp3,192000,0,232,Folk
4630,105917.mp3,192000,0,191,Folk
4631,105918.mp3,192000,0,325,Folk
4632,105919.mp3,192000,0,350,Folk
4633,105920.mp3,192000,0,385,Folk
4634,106274.mp3,192000,0,212,Rock
4635,106277.mp3,192000,0,298,Rock
4636,106339.mp3,192000,0,261,Folk
4637,106342.mp3,192000,0,150,Folk
4638,106343.mp3,192000,0,224,Folk
4639,106456.mp3,320000,0,225,Folk
4640,106457.mp3,128000,0,202,Folk
4641,106458.mp3,128000,0,115,Folk
4642,106463.mp3,192000,0,103,Rock
4643,106465.mp3,192000,0,150,Rock
4644,106502.mp3,192000,0,176,Instrumental
4645,106522.mp3,128000,0,212,Experimental
4646,106562.mp3,128000,0,129,Rock
4647,106563.mp3,128000,0,170,Rock
4648,106564.mp3,128000,0,193,Rock
4649,106566.mp3,128000,0,142,Rock
4650,106567.mp3,128000,0,136,Rock
4651,106568.mp3,128000,0,122,Rock
4652,106569.mp3,128000,0,237,Rock
4653,106570.mp3,128000,0,160,Rock
4654,106571.mp3,128000,0,294,Rock
4655,106629.mp3,192000,0,334,Instrumental
4656,106872.mp3,265449,0,268,Rock
4657,106876.mp3,260141,0,261,Rock
4658,106877.mp3,256050,0,213,Rock
4659,106937.mp3,192000,0,375,Folk
4660,106948.mp3,192000,0,125,Rock
4661,106951.mp3,192000,0,360,Rock
4662,106952.mp3,192000,0,112,Rock
4663,106953.mp3,192000,0,466,Rock
4664,106954.mp3,192000,0,342,Rock
4665,106955.mp3,192000,0,311,Rock
4666,106956.mp3,192000,0,365,Rock
4667,107020.mp3,260729,0,150,Hip-Hop
4668,107021.mp3,258862,0,280,Hip-Hop
4669,107025.mp3,263832,0,200,Hip-Hop
4670,107027.mp3,264171,0,193,Hip-Hop
4671,107028.mp3,252936,0,437,Hip-Hop
4672,107029.mp3,291134,0,347,Hip-Hop
4673,107030.mp3,252030,0,210,Hip-Hop
4674,107031.mp3,258494,0,244,Hip-Hop
4675,107046.mp3,320000,0,112,Pop
4676,107047.mp3,320000,0,144,Pop
4677,107048.mp3,320000,0,194,Pop
4678,107049.mp3,320000,0,168,Pop
4679,107050.mp3,320000,0,134,Pop
4680,107101.mp3,320000,0,182,Rock
4681,107125.mp3,320000,0,305,Electronic
4682,107126.mp3,320000,0,333,Electronic
4683,107127.mp3,320000,0,305,Electronic
4684,107128.mp3,320000,0,260,Electronic
4685,107129.mp3,320000,0,242,Electronic
4686,107178.mp3,320000,0,260,International
4687,107179.mp3,320000,0,251,International
4688,107180.mp3,320000,0,260,International
4689,107181.mp3,320000,0,261,International
4690,107182.mp3,320000,0,260,International
4691,107183.mp3,320000,0,246,International
4692,107184.mp3,320000,0,198,International
4693,107185.mp3,320000,0,248,International
4694,107186.mp3,320000,0,260,International
4695,107187.mp3,320000,0,260,International
4696,107188.mp3,320000,0,261,International
4697,107189.mp3,320000,0,260,International
4698,107248.mp3,192000,0,206,International
4699,107249.mp3,192000,0,327,International
4700,107250.mp3,192000,0,564,International
4701,107251.mp3,192000,0,194,International
4702,107256.mp3,192000,0,356,International
4703,107257.mp3,192000,0,422,International
4704,107388.mp3,295154,0,357,Rock
4705,107389.mp3,282012,0,231,Rock
4706,107390.mp3,268511,0,390,Rock
4707,107391.mp3,280552,0,386,Rock
4708,107425.mp3,320000,0,70,Electronic
4709,107426.mp3,320000,0,172,Electronic
4710,107427.mp3,320000,0,132,Electronic
4711,107429.mp3,320000,0,144,Electronic
4712,107432.mp3,320000,0,151,Electronic
4713,107433.mp3,320000,0,183,Electronic
4714,107434.mp3,320000,0,198,Electronic
4715,107435.mp3,320000,0,134,Electronic
4716,107476.mp3,266679,0,302,Rock
4717,107506.mp3,263483,0,240,Rock
4718,107531.mp3,192000,0,174,Instrumental
4719,107532.mp3,192000,0,437,Instrumental
4720,107533.mp3,192000,0,221,Instrumental
4721,107534.mp3,192000,0,264,Instrumental
4722,107535.mp3,192000,0,285,Instrumental
4723,107567.mp3,192000,0,180,Folk
4724,107569.mp3,232667,0,228,Folk
4725,107571.mp3,232351,0,408,Folk
4726,107574.mp3,224339,0,101,Folk
4727,107577.mp3,233242,0,182,Folk
4728,107578.mp3,230177,0,146,Folk
4729,107579.mp3,224505,0,444,Folk
4730,107583.mp3,232820,0,101,Folk
4731,107584.mp3,233529,0,120,Folk
4732,107588.mp3,224153,0,109,Folk
4733,107589.mp3,225449,0,283,Folk
4734,107590.mp3,214702,0,218,Folk
4735,107591.mp3,203733,0,245,Folk
4736,107592.mp3,222786,0,282,Folk
4737,107593.mp3,232887,0,74,Folk
4738,107594.mp3,227262,0,259,Folk
4739,107595.mp3,248263,0,260,Folk
4740,107596.mp3,217945,0,78,Folk
4741,107597.mp3,226703,0,299,Folk
4742,107598.mp3,255206,0,160,Folk
4743,107613.mp3,260744,0,282,Electronic
4744,107616.mp3,267733,0,238,Electronic
4745,107617.mp3,273881,0,263,Electronic
4746,107659.mp3,128000,0,214,Rock
4747,107799.mp3,320000,0,388,Rock
4748,107804.mp3,320000,0,283,Electronic
4749,107805.mp3,320000,0,221,Rock
4750,107809.mp3,320000,0,223,Hip-Hop
4751,107810.mp3,320000,0,209,Pop
4752,107850.mp3,320000,0,277,Hip-Hop
4753,107851.mp3,320000,0,192,Folk
4754,107852.mp3,320000,0,222,Folk
4755,107908.mp3,192000,0,314,Electronic
4756,107909.mp3,192000,0,242,Electronic
